STATION_NAME,DATE,AVEMAX
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19590401,64.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19590501,68.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19590601,86.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19590701,93
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19590801,88.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19590901,74.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19591001,64.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19591101,52.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19591201,39.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600101,33.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600201,36.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600301,53.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600401,64.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600501,73.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600601,87.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600701,98.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600801,91.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19600901,83.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19601001,65.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19601101,50.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19601201,39.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610101,41.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610201,48
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610301,53.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610401,63
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610501,76.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610601,92.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610701,95.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610801,92.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19610901,73.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19611001,63
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19611101,44.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19611201,36.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620101,29.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620201,38.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620301,45.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620401,66.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620501,71.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620601,84.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620701,91.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620801,90.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19620901,82.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19621001,69.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19621101,53.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19621201,37.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630101,31.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630201,50.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630301,51.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630401,54.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630501,75.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630601,77.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630701,94.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630801,91.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19630901,82.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19631001,71.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19631101,48.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19631201,32
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640101,31.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640201,35.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640301,41.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640401,56.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640501,69.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640601,76.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640701,94.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640801,88.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19640901,79.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19641001,69.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19641101,47.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19641201,41.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650101,38.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650201,43.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650301,49.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650401,63
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650501,67.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650601,79.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650701,90
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650801,85.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19650901,70.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19651001,71.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19651101,56.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19651201,38.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660101,39.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660201,39.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660301,55.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660401,63.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660501,78.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660601,85.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660701,96.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660801,91.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19660901,82.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19661001,64.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19661101,54.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19661201,35.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670101,37.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670201,47.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670301,55.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670401,57.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670501,69.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670601,78.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670701,94.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670801,95.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19670901,81.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19671001,68.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19671101,55.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19671201,33.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680101,35.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680201,48.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680301,57
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680401,56.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680501,70.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680601,82.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680701,94.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680801,82.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19680901,76.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19681001,65.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19681101,48.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19681201,35.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690101,40.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690201,38.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690301,48.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690401,63
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690501,79.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690601,77.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690701,91.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690801,93.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19690901,84.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19691001,59.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19691101,50.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19691201,39.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700101,42.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700201,51.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700301,51.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700401,55.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700501,72.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700601,82.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700701,91.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700801,92.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19700901,72.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19701001,59.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19701101,51.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19701201,37.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710101,40.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710201,44.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710301,51.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710401,61.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710501,69.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710601,83.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710701,92.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710801,91.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19710901,74.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19711001,58.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19711101,46.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19711201,35.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720101,38.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720201,48.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720301,60.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720401,60.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720501,75.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720601,85.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720701,93.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720801,91.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19720901,77.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19721001,63.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19721101,46.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19721201,31.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730101,29.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730201,41
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730301,50.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730401,58.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730501,75.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730601,84.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730701,91.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730801,91.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19730901,74.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19731001,66.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19731101,49.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19731201,41
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740101,35.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740201,41
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740301,55.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740401,58.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740501,73.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740601,89.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740701,93.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740801,89.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19740901,82.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19741001,66.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19741101,53.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19741201,38.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750101,36.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750201,43
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750301,49.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750401,53.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750501,65.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750601,77.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750701,93
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750801,88.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19750901,80.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19751001,65.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19751101,46.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19751201,41
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760101,36.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760201,44.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760301,48.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760401,61
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760501,75.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760601,82.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760701,93.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760801,87.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19760901,81
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19761001,64.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19761101,55.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19761201,41.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770101,35.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770201,47.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770301,47.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770401,67.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770501,65.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770601,88.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770701,91.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770801,88.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19770901,80.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19771001,69.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19771101,53.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19771201,45.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780101,42.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780201,47.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780301,57.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780401,61
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780501,68.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780601,84.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780701,94.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780801,89.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19780901,77.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19781001,70.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19781101,50.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19781201,35.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790101,29.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790201,41
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790301,53.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790401,62.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790501,74.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790601,86.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790701,94.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790801,90.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19790901,87.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19791001,70.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19791101,46.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19791201,43.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800101,41.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800201,46
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800301,50.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800401,64.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800501,68
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800601,82.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800701,92.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800801,88.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19800901,79.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19801001,65.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19801101,52.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19801201,40.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810101,35.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810201,48.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810301,53.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810401,64.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810501,68.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810601,83.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810701,92.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810801,92.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19810901,82
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19811001,60.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19811101,54
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19811201,45.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820101,37.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820201,42.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820301,52
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820401,58.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820501,69.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820601,81.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820701,88.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820801,91.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19820901,75.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19821001,59.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19821101,48
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19821201,37.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830101,42.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830201,48.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830301,52.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830401,55.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830501,66.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830601,80.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830701,90.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830801,89.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19830901,80.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19831001,67.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19831101,51.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19831201,37.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840101,29.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840201,34.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840301,49.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840401,58.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840501,73.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840601,79.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840701,91.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840801,89.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19840901,78.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19841001,59.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19841101,51.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19841201,37.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850101,31.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850201,33.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850301,49.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850401,67.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850501,75.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850601,86
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850701,94.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850801,90.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19850901,74.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19851001,64.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19851101,45.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19851201,32.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860101,37
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860201,49.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860301,57.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860401,58.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860501,69.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860601,86.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860701,87.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860801,90.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19860901,71.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19861001,63.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19861101,51.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19861201,37
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870101,35.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870201,45
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870301,53.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870401,69.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870501,74.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870601,85.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870701,89.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870801,88.5
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19870901,81.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19871001,69.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19871101,49.6
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19871201,39.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880101,33.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880201,45
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880301,51.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880401,64.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880501,72.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880601,90.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880701,96.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880801,91
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19880901,77.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19881001,74.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19881101,49.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19881201,35.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890101,32.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890201,34.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890301,56.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890401,66.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890501,73
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890601,83.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890701,96.3
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890801,89.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19890901,81
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19891001,65.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19891101,50.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19891201,39.4
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900101,42.8
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900201,41.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900301,55.9
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900401,66.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900501,71.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900601,86.2
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900701,92.7
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900801,90
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19900901,85.1
SALT LAKE CITY INTERNATIONAL AIRPORT UT US,19901001,66.9
