STATION_NAME,DATE,AVEMAX
KEARNS UT US,19460601,84.4
KEARNS UT US,19460701,89.6
KEARNS UT US,19460801,88.3
KEARNS UT US,19460901,78.1
KEARNS UT US,19461001,55.8
LOWER MILL CREEK POW UT US,19131201,37
LOWER MILL CREEK POW UT US,19140101,39.7
LOWER MILL CREEK POW UT US,19140201,46.2
LOWER MILL CREEK POW UT US,19140301,59.5
LOWER MILL CREEK POW UT US,19140401,64.4
LOWER MILL CREEK POW UT US,19140501,75.7
LOWER MILL CREEK POW UT US,19140601,79.3
LOWER MILL CREEK POW UT US,19140701,87.1
LOWER MILL CREEK POW UT US,19140801,86.7
LOWER MILL CREEK POW UT US,19140901,77.4
LOWER MILL CREEK POW UT US,19141001,66.4
LOWER MILL CREEK POW UT US,19141101,55.4
LOWER MILL CREEK POW UT US,19141201,37.2
LOWER MILL CREEK POW UT US,19150101,37.9
LOWER MILL CREEK POW UT US,19150201,46.9
LOWER MILL CREEK POW UT US,19150301,54.3
LOWER MILL CREEK POW UT US,19150401,68
LOWER MILL CREEK POW UT US,19150501,67.5
LOWER MILL CREEK POW UT US,19150601,77.2
LOWER MILL CREEK POW UT US,19150701,86.9
LOWER MILL CREEK POW UT US,19150801,89.8
LOWER MILL CREEK POW UT US,19150901,74.1
LOWER MILL CREEK POW UT US,19151001,70.7
LOWER MILL CREEK POW UT US,19151101,52
LOWER MILL CREEK POW UT US,19151201,42.1
LOWER MILL CREEK POW UT US,19160101,37.9
LOWER MILL CREEK POW UT US,19160201,44.2
LOWER MILL CREEK POW UT US,19160301,58.5
LOWER MILL CREEK POW UT US,19160401,63.3
LOWER MILL CREEK POW UT US,19160501,65.8
LOWER MILL CREEK POW UT US,19160601,-9999
LOWER MILL CREEK POW UT US,19160701,88.7
LOWER MILL CREEK POW UT US,19160801,88.5
LOWER MILL CREEK POW UT US,19160901,77.9
LOWER MILL CREEK POW UT US,19161001,63.3
LOWER MILL CREEK POW UT US,19161101,48.4
LOWER MILL CREEK POW UT US,19161201,38.8
LOWER MILL CREEK POW UT US,19170101,34.2
LOWER MILL CREEK POW UT US,19170201,40.8
LOWER MILL CREEK POW UT US,19170301,45.7
LOWER MILL CREEK POW UT US,19170401,57.6
LOWER MILL CREEK POW UT US,19170501,64.6
LOWER MILL CREEK POW UT US,19170601,81.3
LOWER MILL CREEK POW UT US,19170701,91.8
LOWER MILL CREEK POW UT US,19170801,86.4
LOWER MILL CREEK POW UT US,19170901,79.2
LOWER MILL CREEK POW UT US,19171001,68
LOWER MILL CREEK POW UT US,19171101,53.4
LOWER MILL CREEK POW UT US,19171201,50
LOWER MILL CREEK POW UT US,19180101,39.7
LOWER MILL CREEK POW UT US,19180201,45
LOWER MILL CREEK POW UT US,19180301,58.1
LOWER MILL CREEK POW UT US,19180401,58.5
LOWER MILL CREEK POW UT US,19180501,69.1
LOWER MILL CREEK POW UT US,19180601,85.3
LOWER MILL CREEK POW UT US,19180701,84.2
LOWER MILL CREEK POW UT US,19180801,83.3
LOWER MILL CREEK POW UT US,19180901,80.6
LOWER MILL CREEK POW UT US,19181001,68.4
LOWER MILL CREEK POW UT US,19181101,42.3
LOWER MILL CREEK POW UT US,19181201,36.5
LOWER MILL CREEK POW UT US,19190101,38.5
LOWER MILL CREEK POW UT US,19190201,37.9
LOWER MILL CREEK POW UT US,19190301,49.5
LOWER MILL CREEK POW UT US,19190401,59
LOWER MILL CREEK POW UT US,19190501,71.6
LOWER MILL CREEK POW UT US,19190601,84.9
LOWER MILL CREEK POW UT US,19190701,91.9
LOWER MILL CREEK POW UT US,19190801,88.5
LOWER MILL CREEK POW UT US,19190901,74.8
LOWER MILL CREEK POW UT US,19191001,53.8
LOWER MILL CREEK POW UT US,19191101,44.6
LOWER MILL CREEK POW UT US,19191201,35.4
LOWER MILL CREEK POW UT US,19200101,39.4
LOWER MILL CREEK POW UT US,19200201,43.9
LOWER MILL CREEK POW UT US,19200301,45.3
LOWER MILL CREEK POW UT US,19200401,50.4
LOWER MILL CREEK POW UT US,19200501,67.1
LOWER MILL CREEK POW UT US,19200601,78.4
LOWER MILL CREEK POW UT US,19200701,89.2
LOWER MILL CREEK POW UT US,19200801,82.4
LOWER MILL CREEK POW UT US,19200901,73.9
LOWER MILL CREEK POW UT US,19201001,57
LOWER MILL CREEK POW UT US,19201101,45.3
LOWER MILL CREEK POW UT US,19210101,40.1
LOWER MILL CREEK POW UT US,19210201,43.2
LOWER MILL CREEK POW UT US,19210301,53.6
LOWER MILL CREEK POW UT US,19210401,53.4
LOWER MILL CREEK POW UT US,19210501,66.2
LOWER MILL CREEK POW UT US,19210701,86.2
LOWER MILL CREEK POW UT US,19210801,81.9
LOWER MILL CREEK POW UT US,19210901,72.5
LOWER MILL CREEK POW UT US,19211001,66.9
LOWER MILL CREEK POW UT US,19211101,52.5
LOWER MILL CREEK POW UT US,19211201,39.9
LOWER MILL CREEK POW UT US,19220101,29.1
LOWER MILL CREEK POW UT US,19220201,34.7
LOWER MILL CREEK POW UT US,19220301,42.1
LOWER MILL CREEK POW UT US,19220401,48.9
LOWER MILL CREEK POW UT US,19220501,65.5
LOWER MILL CREEK POW UT US,19220801,86
LOWER MILL CREEK POW UT US,19220901,81.3
LOWER MILL CREEK POW UT US,19221001,67.6
LOWER MILL CREEK POW UT US,19221101,45.7
LOWER MILL CREEK POW UT US,19221201,39.9
LOWER MILL CREEK POW UT US,19230101,43.9
LOWER MILL CREEK POW UT US,19230201,35.8
LOWER MILL CREEK POW UT US,19230301,46.2
LOWER MILL CREEK POW UT US,19230401,57.6
LOWER MILL CREEK POW UT US,19230501,70.5
LOWER MILL CREEK POW UT US,19230601,76.3
LOWER MILL CREEK POW UT US,19230701,88.5
LOWER MILL CREEK POW UT US,19230801,84.9
LOWER MILL CREEK POW UT US,19230901,77
LOWER MILL CREEK POW UT US,19231001,59.2
LOWER MILL CREEK POW UT US,19231101,51.4
LOWER MILL CREEK POW UT US,19231201,36.5
LOWER MILL CREEK POW UT US,19240101,33.4
LOWER MILL CREEK POW UT US,19240201,47.8
LOWER MILL CREEK POW UT US,19240301,44.8
LOWER MILL CREEK POW UT US,19240401,60.1
LOWER MILL CREEK POW UT US,19240501,74.1
LOWER MILL CREEK POW UT US,19240601,84.6
LOWER MILL CREEK POW UT US,19240701,89.1
LOWER MILL CREEK POW UT US,19240801,87.8
LOWER MILL CREEK POW UT US,19240901,77.2
LOWER MILL CREEK POW UT US,19241001,63.7
LOWER MILL CREEK POW UT US,19241101,48.4
LOWER MILL CREEK POW UT US,19241201,33.4
LOWER MILL CREEK POW UT US,19250101,38.3
LOWER MILL CREEK POW UT US,19250201,50
LOWER MILL CREEK POW UT US,19250301,57
LOWER MILL CREEK POW UT US,19250401,62.4
LOWER MILL CREEK POW UT US,19250501,75.2
LOWER MILL CREEK POW UT US,19250601,77
LOWER MILL CREEK POW UT US,19250701,91
LOWER MILL CREEK POW UT US,19250801,84.7
LOWER MILL CREEK POW UT US,19250901,74.7
LOWER MILL CREEK POW UT US,19251001,62.6
LOWER MILL CREEK POW UT US,19251101,48.2
LOWER MILL CREEK POW UT US,19251201,40.3
LOWER MILL CREEK POW UT US,19260101,38.7
LOWER MILL CREEK POW UT US,19260201,48
LOWER MILL CREEK POW UT US,19260301,53.8
LOWER MILL CREEK POW UT US,19260401,64.8
LOWER MILL CREEK POW UT US,19260501,71.6
LOWER MILL CREEK POW UT US,19260601,84.4
LOWER MILL CREEK POW UT US,19260701,88.5
LOWER MILL CREEK POW UT US,19260801,87.3
LOWER MILL CREEK POW UT US,19260901,76.1
LOWER MILL CREEK POW UT US,19261001,66.4
LOWER MILL CREEK POW UT US,19261101,54.3
LOWER MILL CREEK POW UT US,19261201,38.3
LOWER MILL CREEK POW UT US,19270101,41.9
LOWER MILL CREEK POW UT US,19270201,42.8
LOWER MILL CREEK POW UT US,19270301,50
LOWER MILL CREEK POW UT US,19270401,59.5
LOWER MILL CREEK POW UT US,19270501,68
LOWER MILL CREEK POW UT US,19270601,81.1
LOWER MILL CREEK POW UT US,19270701,88.5
LOWER MILL CREEK POW UT US,19270801,80.2
LOWER MILL CREEK POW UT US,19270901,69.6
LOWER MILL CREEK POW UT US,19271001,61.3
LOWER MILL CREEK POW UT US,19271101,47.7
LOWER MILL CREEK POW UT US,19271201,30.7
LOWER MILL CREEK POW UT US,19280101,32.9
LOWER MILL CREEK POW UT US,19280201,36.7
LOWER MILL CREEK POW UT US,19280301,47.7
LOWER MILL CREEK POW UT US,19280401,52.2
LOWER MILL CREEK POW UT US,19280501,68.9
LOWER MILL CREEK POW UT US,19280601,72.3
LOWER MILL CREEK POW UT US,19280701,83.8
LOWER MILL CREEK POW UT US,19280801,80.4
LOWER MILL CREEK POW UT US,19280901,74.8
LOWER MILL CREEK POW UT US,19281001,64
LOWER MILL CREEK POW UT US,19281101,46.4
LOWER MILL CREEK POW UT US,19281201,33.8
LOWER MILL CREEK POW UT US,19290101,33.1
LOWER MILL CREEK POW UT US,19290201,34.7
LOWER MILL CREEK POW UT US,19290301,47.8
LOWER MILL CREEK POW UT US,19290401,55
LOWER MILL CREEK POW UT US,19290501,68.5
LOWER MILL CREEK POW UT US,19290601,78.6
LOWER MILL CREEK POW UT US,19290701,88
LOWER MILL CREEK POW UT US,19290801,86.5
LOWER MILL CREEK POW UT US,19290901,70.2
LOWER MILL CREEK POW UT US,19291001,64.8
LOWER MILL CREEK POW UT US,19291101,46
LOWER MILL CREEK POW UT US,19291201,44.6
LOWER MILL CREEK POW UT US,19300101,32.4
LOWER MILL CREEK POW UT US,19300201,46.8
LOWER MILL CREEK POW UT US,19300301,50.2
LOWER MILL CREEK POW UT US,19300401,67.5
LOWER MILL CREEK POW UT US,19300501,66
LOWER MILL CREEK POW UT US,19300601,81
LOWER MILL CREEK POW UT US,19300701,90
LOWER MILL CREEK POW UT US,19300801,83.5
LOWER MILL CREEK POW UT US,19300901,75.2
LOWER MILL CREEK POW UT US,19301001,59.2
LOWER MILL CREEK POW UT US,19301101,45.7
LOWER MILL CREEK POW UT US,19301201,31.3
LOWER MILL CREEK POW UT US,19310101,35.4
LOWER MILL CREEK POW UT US,19310201,39.2
LOWER MILL CREEK POW UT US,19310301,50.4
LOWER MILL CREEK POW UT US,19310401,64.8
LOWER MILL CREEK POW UT US,19310501,-9999
LOWER MILL CREEK POW UT US,19310601,-9999
LOWER MILL CREEK POW UT US,19310701,-9999
LOWER MILL CREEK POW UT US,19310801,-9999
LOWER MILL CREEK POW UT US,19310901,73.8
LOWER MILL CREEK POW UT US,19311001,67.8
LOWER MILL CREEK POW UT US,19311101,47.3
LOWER MILL CREEK POW UT US,19311201,39.6
LOWER MILL CREEK POW UT US,19320101,33.6
LOWER MILL CREEK POW UT US,19320201,43.3
LOWER MILL CREEK POW UT US,19320301,48.7
LOWER MILL CREEK POW UT US,19320401,61.9
LOWER MILL CREEK POW UT US,19320501,71.4
LOWER MILL CREEK POW UT US,19320601,80.1
LOWER MILL CREEK POW UT US,19320701,89.6
LOWER MILL CREEK POW UT US,19320801,87.8
LOWER MILL CREEK POW UT US,19320901,81.5
LOWER MILL CREEK POW UT US,19321001,64.9
LOWER MILL CREEK POW UT US,19321101,56.3
LOWER MILL CREEK POW UT US,19321201,36
LOWER MILL CREEK POW UT US,19330101,41.2
LOWER MILL CREEK POW UT US,19330201,36.9
LOWER MILL CREEK POW UT US,19330301,52.7
LOWER MILL CREEK POW UT US,19330401,58.1
LOWER MILL CREEK POW UT US,19330501,63.7
LOWER MILL CREEK POW UT US,19330601,88
LOWER MILL CREEK POW UT US,19330701,94.1
LOWER MILL CREEK POW UT US,19330801,88
LOWER MILL CREEK POW UT US,19330901,82.6
LOWER MILL CREEK POW UT US,19331001,72.5
LOWER MILL CREEK POW UT US,19331101,51.3
LOWER MILL CREEK POW UT US,19331201,47.5
LOWER MILL CREEK POW UT US,19340101,42.1
LOWER MILL CREEK POW UT US,19340201,52.3
LOWER MILL CREEK POW UT US,19340301,62.1
LOWER MILL CREEK POW UT US,19340401,71.1
LOWER MILL CREEK POW UT US,19340501,81.7
LOWER MILL CREEK POW UT US,19340601,81.9
LOWER MILL CREEK POW UT US,19340701,93
LOWER MILL CREEK POW UT US,19340801,89.4
LOWER MILL CREEK POW UT US,19340901,74.1
LOWER MILL CREEK POW UT US,19341001,66.7
LOWER MILL CREEK POW UT US,19341101,50.2
LOWER MILL CREEK POW UT US,19341201,39.4
LOWER MILL CREEK POW UT US,19350101,41.7
LOWER MILL CREEK POW UT US,19350201,44.4
LOWER MILL CREEK POW UT US,19350301,46.2
LOWER MILL CREEK POW UT US,19350401,57.6
LOWER MILL CREEK POW UT US,19350501,62.8
LOWER MILL CREEK POW UT US,19350601,81.3
LOWER MILL CREEK POW UT US,19350701,90.7
LOWER MILL CREEK POW UT US,19350801,88
LOWER MILL CREEK POW UT US,19350901,81
LOWER MILL CREEK POW UT US,19351001,64.6
LOWER MILL CREEK POW UT US,19351101,45
LOWER MILL CREEK POW UT US,19351201,39
LOWER MILL CREEK POW UT US,19360101,38.8
LOWER MILL CREEK POW UT US,19360201,41.2
LOWER MILL CREEK POW UT US,19360301,50.9
LOWER MILL CREEK POW UT US,19360401,64
LOWER MILL CREEK POW UT US,19360501,74.8
LOWER MILL CREEK POW UT US,19360601,81.5
LOWER MILL CREEK POW UT US,19360701,87.8
LOWER MILL CREEK POW UT US,19360801,85.5
LOWER MILL CREEK POW UT US,19360901,75.2
LOWER MILL CREEK POW UT US,19361001,63.3
LOWER MILL CREEK POW UT US,19361101,45.7
LOWER MILL CREEK POW UT US,19361201,38.7
LOWER MILL CREEK POW UT US,19370101,24.6
LOWER MILL CREEK POW UT US,19370201,40.1
LOWER MILL CREEK POW UT US,19370301,49.1
LOWER MILL CREEK POW UT US,19370401,56.3
LOWER MILL CREEK POW UT US,19370501,71.8
LOWER MILL CREEK POW UT US,19370601,77
LOWER MILL CREEK POW UT US,19370701,86.4
LOWER MILL CREEK POW UT US,19370801,87.1
LOWER MILL CREEK POW UT US,19370901,79.2
LOWER MILL CREEK POW UT US,19371001,66.4
LOWER MILL CREEK POW UT US,19371101,53.4
LOWER MILL CREEK POW UT US,19371201,44.2
LOWER MILL CREEK POW UT US,19380101,43
LOWER MILL CREEK POW UT US,19380201,43.7
LOWER MILL CREEK POW UT US,19380301,48.7
LOWER MILL CREEK POW UT US,19380401,59.2
LOWER MILL CREEK POW UT US,19380501,63.9
LOWER MILL CREEK POW UT US,19380601,78.1
LOWER MILL CREEK POW UT US,19380701,83.3
LOWER MILL CREEK POW UT US,19380801,83.8
LOWER MILL CREEK POW UT US,19380901,79.5
LOWER MILL CREEK POW UT US,19381001,63.1
LOWER MILL CREEK POW UT US,19381101,39.6
LOWER MILL CREEK POW UT US,19381201,39.2
LOWER MILL CREEK POW UT US,19390101,36.3
LOWER MILL CREEK POW UT US,19390201,33.1
LOWER MILL CREEK POW UT US,19390301,52.9
LOWER MILL CREEK POW UT US,19390401,62.2
LOWER MILL CREEK POW UT US,19390501,70.3
LOWER MILL CREEK POW UT US,19390601,74.8
LOWER MILL CREEK POW UT US,19390701,86.2
LOWER MILL CREEK POW UT US,19390801,86.2
LOWER MILL CREEK POW UT US,19390901,74.5
LOWER MILL CREEK POW UT US,19391001,63
LOWER MILL CREEK POW UT US,19391101,55
LOWER MILL CREEK POW UT US,19391201,46
LOWER MILL CREEK POW UT US,19400101,35.6
LOWER MILL CREEK POW UT US,19400201,42.8
LOWER MILL CREEK POW UT US,19400301,52.9
LOWER MILL CREEK POW UT US,19400401,58.6
LOWER MILL CREEK POW UT US,19400501,74.5
LOWER MILL CREEK POW UT US,19400601,82.6
LOWER MILL CREEK POW UT US,19400701,89.6
LOWER MILL CREEK POW UT US,19400801,88
LOWER MILL CREEK POW UT US,19400901,74.1
LOWER MILL CREEK POW UT US,19401001,65.7
LOWER MILL CREEK POW UT US,19401101,41.9
LOWER MILL CREEK POW UT US,19401201,39.6
LOWER MILL CREEK POW UT US,19410101,36.5
LOWER MILL CREEK POW UT US,19410201,43.5
LOWER MILL CREEK POW UT US,19410301,50.5
LOWER MILL CREEK POW UT US,19410401,52.7
LOWER MILL CREEK POW UT US,19410501,69.3
LOWER MILL CREEK POW UT US,19410601,74.7
LOWER MILL CREEK POW UT US,19410701,85.3
LOWER MILL CREEK POW UT US,19410801,81.7
LOWER MILL CREEK POW UT US,19410901,69.6
LOWER MILL CREEK POW UT US,19411001,57.4
LOWER MILL CREEK POW UT US,19411101,47.5
LOWER MILL CREEK POW UT US,19411201,40.1
LOWER MILL CREEK POW UT US,19420101,31.1
LOWER MILL CREEK POW UT US,19420201,35.4
LOWER MILL CREEK POW UT US,19420301,47.7
LOWER MILL CREEK POW UT US,19420401,61.9
LOWER MILL CREEK POW UT US,19420501,64.8
LOWER MILL CREEK POW UT US,19420601,79.3
LOWER MILL CREEK POW UT US,19420701,90.3
LOWER MILL CREEK POW UT US,19420801,88.3
LOWER MILL CREEK POW UT US,19420901,79
LOWER MILL CREEK POW UT US,19421001,65.5
LOWER MILL CREEK POW UT US,19421101,53.4
LOWER MILL CREEK POW UT US,19421201,40.6
LOWER MILL CREEK POW UT US,19430101,40.6
LOWER MILL CREEK POW UT US,19430201,45
LOWER MILL CREEK POW UT US,19430301,50.7
LOWER MILL CREEK POW UT US,19430401,69.3
LOWER MILL CREEK POW UT US,19430501,69.3
LOWER MILL CREEK POW UT US,19430601,75.4
LOWER MILL CREEK POW UT US,19430701,87.6
LOWER MILL CREEK POW UT US,19430801,87.4
LOWER MILL CREEK POW UT US,19430901,82
LOWER MILL CREEK POW UT US,19431001,63.5
LOWER MILL CREEK POW UT US,19431101,49.5
LOWER MILL CREEK POW UT US,19431201,37.9
LOWER MILL CREEK POW UT US,19440101,29.7
LOWER MILL CREEK POW UT US,19440201,37.4
LOWER MILL CREEK POW UT US,19440301,41.2
LOWER MILL CREEK POW UT US,19440401,52.7
LOWER MILL CREEK POW UT US,19440501,66.9
LOWER MILL CREEK POW UT US,19440601,71.6
LOWER MILL CREEK POW UT US,19440701,85.8
LOWER MILL CREEK POW UT US,19440801,86.4
LOWER MILL CREEK POW UT US,19440901,77.7
LOWER MILL CREEK POW UT US,19441001,67.3
LOWER MILL CREEK POW UT US,19441101,43.3
LOWER MILL CREEK POW UT US,19441201,36.7
LOWER MILL CREEK POW UT US,19450101,39.4
LOWER MILL CREEK POW UT US,19450201,41.5
LOWER MILL CREEK POW UT US,19450301,45.9
LOWER MILL CREEK POW UT US,19450401,51.8
LOWER MILL CREEK POW UT US,19450501,66.6
LOWER MILL CREEK POW UT US,19450601,68
LOWER MILL CREEK POW UT US,19450701,86.5
LOWER MILL CREEK POW UT US,19450801,83.8
LOWER MILL CREEK POW UT US,19450901,72.1
LOWER MILL CREEK POW UT US,19451001,65.5
LOWER MILL CREEK POW UT US,19451101,45
LOWER MILL CREEK POW UT US,19451201,35.6
LOWER MILL CREEK POW UT US,19460101,34.9
LOWER MILL CREEK POW UT US,19460201,41.4
LOWER MILL CREEK POW UT US,19460301,52.2
LOWER MILL CREEK POW UT US,19460401,63.9
LOWER MILL CREEK POW UT US,19460501,65.3
LOWER MILL CREEK POW UT US,19460601,79
LOWER MILL CREEK POW UT US,19460701,87.1
LOWER MILL CREEK POW UT US,19460801,85.5
LOWER MILL CREEK POW UT US,19460901,77
LOWER MILL CREEK POW UT US,19461001,55.2
LOWER MILL CREEK POW UT US,19461101,46.9
LOWER MILL CREEK POW UT US,19461201,43.9
LOWER MILL CREEK POW UT US,19470101,32.7
LOWER MILL CREEK POW UT US,19470201,46
LOWER MILL CREEK POW UT US,19470301,53.6
LOWER MILL CREEK POW UT US,19470401,57
LOWER MILL CREEK POW UT US,19470501,73.4
LOWER MILL CREEK POW UT US,19470601,72
LOWER MILL CREEK POW UT US,19470701,88.7
LOWER MILL CREEK POW UT US,19470801,84
LOWER MILL CREEK POW UT US,19470901,78.8
LOWER MILL CREEK POW UT US,19471001,66.6
LOWER MILL CREEK POW UT US,19471101,41.2
LOWER MILL CREEK POW UT US,19471201,39
LOWER MILL CREEK POW UT US,19480101,39.9
LOWER MILL CREEK POW UT US,19480201,43.7
LOWER MILL CREEK POW UT US,19480301,45.1
LOWER MILL CREEK POW UT US,19480401,61.9
LOWER MILL CREEK POW UT US,19480501,73.2
LOWER MILL CREEK POW UT US,19480601,78.6
LOWER MILL CREEK POW UT US,19480701,87.4
LOWER MILL CREEK POW UT US,19480801,88
LOWER MILL CREEK POW UT US,19480901,80.2
LOWER MILL CREEK POW UT US,19481001,65.7
LOWER MILL CREEK POW UT US,19481101,43.2
LOWER MILL CREEK POW UT US,19481201,36.1
LOWER MILL CREEK POW UT US,19490101,23.9
LOWER MILL CREEK POW UT US,19490201,36.9
LOWER MILL CREEK POW UT US,19490301,50.9
LOWER MILL CREEK POW UT US,19490401,67.1
LOWER MILL CREEK POW UT US,19490501,70.3
LOWER MILL CREEK POW UT US,19490601,77.2
LOWER MILL CREEK POW UT US,19490701,87.6
LOWER MILL CREEK POW UT US,19490801,88
LOWER MILL CREEK POW UT US,19490901,80.6
LOWER MILL CREEK POW UT US,19491001,59.4
LOWER MILL CREEK POW UT US,19491101,57.6
LOWER MILL CREEK POW UT US,19491201,39.9
LOWER MILL CREEK POW UT US,19500101,38.1
LOWER MILL CREEK POW UT US,19500201,48.4
LOWER MILL CREEK POW UT US,19500301,53.1
LOWER MILL CREEK POW UT US,19500401,63.9
LOWER MILL CREEK POW UT US,19500501,64.4
LOWER MILL CREEK POW UT US,19500601,80.4
LOWER MILL CREEK POW UT US,19500701,84.6
LOWER MILL CREEK POW UT US,19500801,85.8
LOWER MILL CREEK POW UT US,19500901,-9999
LOWER MILL CREEK POW UT US,19501001,73
LOWER MILL CREEK POW UT US,19501101,52.5
LOWER MILL CREEK POW UT US,19501201,39.9
LOWER MILL CREEK POW UT US,19510101,39.6
LOWER MILL CREEK POW UT US,19510201,46
LOWER MILL CREEK POW UT US,19510301,49.5
LOWER MILL CREEK POW UT US,19510401,63.1
LOWER MILL CREEK POW UT US,19510501,70
LOWER MILL CREEK POW UT US,19510601,74.5
LOWER MILL CREEK POW UT US,19510701,88.9
LOWER MILL CREEK POW UT US,19510801,84.2
LOWER MILL CREEK POW UT US,19510901,81
LOWER MILL CREEK POW UT US,19511001,62.8
LOWER MILL CREEK POW UT US,19511101,47.8
LOWER MILL CREEK POW UT US,19511201,36.5
LOWER MILL CREEK POW UT US,19520101,38.7
LOWER MILL CREEK POW UT US,19520201,40.5
LOWER MILL CREEK POW UT US,19520301,44.1
LOWER MILL CREEK POW UT US,19520401,65.1
LOWER MILL CREEK POW UT US,19520501,72.1
LOWER MILL CREEK POW UT US,19520601,80.2
LOWER MILL CREEK POW UT US,19520701,85.8
LOWER MILL CREEK POW UT US,19520801,87.4
LOWER MILL CREEK POW UT US,19520901,82
LOWER MILL CREEK POW UT US,19521001,74.7
LOWER MILL CREEK POW UT US,19521101,45.5
LOWER MILL CREEK POW UT US,19521201,40.1
LOWER MILL CREEK POW UT US,19530101,48.7
LOWER MILL CREEK POW UT US,19530201,48
LOWER MILL CREEK POW UT US,19530301,53.2
LOWER MILL CREEK POW UT US,19530401,57.7
LOWER MILL CREEK POW UT US,19530501,63.1
LOWER MILL CREEK POW UT US,19530601,80.6
LOWER MILL CREEK POW UT US,19530701,91.6
LOWER MILL CREEK POW UT US,19530801,88.3
MAGNA ASARCO FARM UT US,19510101,37.9
MAGNA ASARCO FARM UT US,19510201,45.3
MAGNA ASARCO FARM UT US,19510301,54.3
MAGNA ASARCO FARM UT US,19510401,-9999
MAGNA ASARCO FARM UT US,19510501,73.8
MAGNA ASARCO FARM UT US,19510601,81.3
MAGNA ASARCO FARM UT US,19510701,92.5
MAGNA ASARCO FARM UT US,19510801,87.6
MAGNA ASARCO FARM UT US,19510901,81.9
MAGNA ASARCO FARM UT US,19511001,63.5
MAGNA ASARCO FARM UT US,19511101,47.1
MAGNA ASARCO FARM UT US,19511201,38.3
MAGNA ASARCO FARM UT US,19520101,36
MAGNA ASARCO FARM UT US,19520201,38.7
MAGNA ASARCO FARM UT US,19520301,44.2
MAGNA ASARCO FARM UT US,19520401,64.8
MAGNA ASARCO FARM UT US,19520501,76.3
MAGNA ASARCO FARM UT US,19520601,84.2
MAGNA ASARCO FARM UT US,19520701,90.1
MAGNA ASARCO FARM UT US,19520801,90.1
MAGNA ASARCO FARM UT US,19520901,84.6
MAGNA ASARCO FARM UT US,19521001,73.9
MAGNA ASARCO FARM UT US,19521101,50.5
MAGNA ASARCO FARM UT US,19521201,43.7
MAGNA ASARCO FARM UT US,19530101,50.2
MAGNA ASARCO FARM UT US,19530201,49.5
MAGNA ASARCO FARM UT US,19530301,58.3
MAGNA ASARCO FARM UT US,19530401,58.8
MAGNA ASARCO FARM UT US,19530501,65.1
MAGNA ASARCO FARM UT US,19530601,83.1
MAGNA ASARCO FARM UT US,19530701,92.3
MAGNA ASARCO FARM UT US,19530801,91.2
MAGNA ASARCO FARM UT US,19530901,85.6
MAGNA ASARCO FARM UT US,19531001,67.6
MAGNA ASARCO FARM UT US,19531101,56.1
MAGNA ASARCO FARM UT US,19531201,42.3
MAGNA ASARCO FARM UT US,19540101,43.3
MAGNA ASARCO FARM UT US,19540201,48.9
MAGNA ASARCO FARM UT US,19540301,50
MAGNA ASARCO FARM UT US,19540401,71.4
MAGNA ASARCO FARM UT US,19540501,76.5
MAGNA ASARCO FARM UT US,19540601,78.4
MAGNA ASARCO FARM UT US,19540701,93.7
MAGNA ASARCO FARM UT US,19540801,88.7
MAGNA ASARCO FARM UT US,19540901,82.2
MAGNA ASARCO FARM UT US,19541001,67.6
MAGNA ASARCO FARM UT US,19541101,55.6
MAGNA ASARCO FARM UT US,19541201,38.1
MAGNA ASARCO FARM UT US,19550101,31.3
MAGNA ASARCO FARM UT US,19550201,35.4
MAGNA ASARCO FARM UT US,19550301,51.6
MAGNA ASARCO FARM UT US,19550401,60.1
MAGNA ASARCO FARM UT US,19550501,73
MAGNA ASARCO FARM UT US,19550601,81
MAGNA ASARCO FARM UT US,19550701,89.6
MAGNA ASARCO FARM UT US,19550801,90.9
MAGNA ASARCO FARM UT US,19550901,79.2
MAGNA ASARCO FARM UT US,19551001,70.5
MAGNA ASARCO FARM UT US,19551101,48.9
MAGNA ASARCO FARM UT US,19560101,45.7
MAGNA ASARCO FARM UT US,19560201,37.2
MAGNA ASARCO FARM UT US,19560301,57.6
MAGNA ASARCO FARM UT US,19560401,64.9
MAGNA ASARCO FARM UT US,19560501,73.4
MAGNA ASARCO FARM UT US,19560601,86.4
MAGNA ASARCO FARM UT US,19560701,91.6
MAGNA ASARCO FARM UT US,19560801,88.3
MAGNA ASARCO FARM UT US,19560901,83.3
MAGNA ASARCO FARM UT US,19561001,66.4
MAGNA ASARCO FARM UT US,19561101,45.9
MAGNA ASARCO FARM UT US,19561201,39.7
MAGNA ASARCO FARM UT US,19570101,35.8
MAGNA ASARCO FARM UT US,19570201,49.8
MAGNA ASARCO FARM UT US,19570301,55
MAGNA ASARCO FARM UT US,19570401,59.2
MAGNA ASARCO FARM UT US,19570501,68.9
MAGNA ASARCO FARM UT US,19570601,78.6
MAGNA ASARCO FARM UT US,19570901,81.3
MAGNA ASARCO FARM UT US,19571001,65.1
MIDVALE UT US,19111001,62.8
MIDVALE UT US,19111101,47.8
MIDVALE UT US,19111201,37.8
MIDVALE UT US,19120101,43.7
MIDVALE UT US,19120201,47.5
MIDVALE UT US,19120301,51.4
MIDVALE UT US,19120401,60.4
MIDVALE UT US,19120501,74.7
MIDVALE UT US,19120601,84.9
MIDVALE UT US,19120701,88.7
MIDVALE UT US,19120801,88.9
MIDVALE UT US,19120901,73.4
